Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
538567,,GULFOILLUB,Gulf Oil Lubricants India Ltd,Active,A ,2.00,INE635Q01029,Oil Marketing & Distribution,Equity
538568,,FRUTION,Fruition Venture Ltd,Active,XT,10.00,INE836C01015,Comm.Trading  & Distribution,Equity
538569,,TRIVENIENT,Triveni Enterprises Ltd,Active,X ,1.00,INE916P01025,Comm.Trading  & Distribution,Equity
538570,,ACHAL,Achal Investments Ltd,Suspended,XT,1.00,INE860P01025,Other Financial Services,Equity
538575,,SOLISMAR,Solis Marketing Ltd,Suspended,Z ,1.00,INE717P01027,Comm.Trading  & Distribution,Equity
538576,,BHANDERI,Bhanderi Infracon Ltd,Active,M ,10.00,INE336Q01016,Realty,Equity
538577,,IPRU2428,ICICI Prudential Growth Fund Series 2 (Regular Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KC1804, ,Equity
538578,,IPRU8628,ICICI Prudential Growth Fund Series 2 (Direct Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KC1796, ,Equity
538579,,TRIVIKRAMA,Trivikrama Industries Ltd,Active,M ,10.00,INE641Q01019,Comm.Trading  & Distribution,Equity
538591,,NCAPBULADD,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Direct Plan Dividend Payout Optio,Suspended,B ,10.00,INF204KA1RY0, ,Equity
538592,,NCAPBULADG,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Direct Plan Growth Option,Suspended,B ,10.00,INF204KA1RX2, ,Equity
538593,,NCAPBUILAD,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Dividend Payout Option,Suspended,B ,10.00,INF204KA1RW4, ,Equity
538594,,NCAPBUILAG,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series A - Growth Option,Suspended,B ,10.00,INF204KA1RV6, ,Equity
538595,,GLOSTER,Gloster Ltd,Delisted,X ,10.00,INE652C01016,Jute & Jute Products,Equity
538596,,QUANTBUILD,Quantum Build-Tech Ltd,Active,X ,10.00,INE222B01028,Realty,Equity
538597,,TTIENT,TTI Enterprise Ltd,Active,XT,10.00,INE404F01031,Finance (including NBFCs),Equity
538598,,VISHAL,Vishal Fabrics Ltd,Active,B ,5.00,INE755Q01025,Textiles,Equity
538607,,TOYAMIND,Toyam Industries Ltd,Active,X ,1.00,INE457P01020,Other Financial Services,Equity
538608,,DWITIYA,Dwitiya Trading Ltd,Suspended,Z ,2.00,INE222P01028,Comm.Trading  & Distribution,Equity
538609,,GAJANANSEC,Gajanan Securities Services Ltd,Active,XT,10.00,INE868G01019,Other Financial Services,Equity
538610,,UNISON,Unison Metals Ltd,Active,XT,10.00,INE099D01018,Iron & Steel Products,Equity
538611,,RTFL,Real Touch Finance Ltd,Active,X ,10.00,INE840I01014,Other Financial Services,Equity
538630,,NCAPBULBDD,NIPPON INDIA MUTUAL FUND  - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Direct Dvdnd Plan- Dvdnd Pyot,Suspended,B ,10.00,INF204KA1SW2, ,Equity
538631,,NCAPBULBDG,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Direct Growth Plan- Growth Option,Suspended,B ,10.00,INF204KA1SV4, ,Equity
538632,,NCAPBUILBD,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Dividend Plan-Dividend Pyut Otin,Suspended,B ,10.00,INF204KA1SU6, ,Equity
538633,,NCAPBUILBG,NIPPON INDIA MUTUAL FUND - NIPPON INDIA MUTUAL FUND  Capital Builder Fund- Series B - Growth Plan- Growth Option,Suspended,B ,10.00,INF204KA1ST8, ,Equity
538634,,VRL,Vasundhara Rasayans Ltd,Active,X ,10.00,INE406F01010,Pharmaceuticals,Equity
538635,,SNOWMAN,Snowman Logistics Ltd,Active,A ,10.00,INE734N01019,Transportation - Logistics,Equity
538646,,QGO,QGO Finance Ltd,Active,XT,10.00,INE837C01013,Finance (including NBFCs),Equity
538647,,PURSHOTTAM,Purshottam Investofin Ltd,Active,X ,10.00,INE729C01020,Finance (including NBFCs),Equity
538648,,IPRU2487,ICICI Prudential Value Fund Series 5 (Regular Cumulative Option),Suspended,B ,10.00,INF109KC1242, ,Equity
538649,,IPRU2488,ICICI Prudential Value Fund Series 5 (Regular Dividend Option),Suspended,B ,10.00,INF109KC1234, ,Equity
538650,,IPRU8687,ICICI Prudential Value Fund Series 5 (Direct Cumulative Option),Suspended,B ,10.00,INF109KC1267, ,Equity
538651,,IPRU8688,ICICI Prudential Value Fund Series 5 (Direct Dividend Option),Suspended,B ,10.00,INF109KC1259, ,Equity
538652,,HCLTD,Hind Commerce Ltd,Active,X ,10.00,INE691J01019,Comm.Trading  & Distribution,Equity
538653,,EML,Ejecta Marketing Ltd,Active,XT,10.00,INE649L01013,Comm.Trading  & Distribution,Equity
538666,,SHARDACROP,Sharda Cropchem Ltd,Active,A ,10.00,INE221J01015,Agrochemicals,Equity
538667,,SIROHIA,Sirohia & Sons Ltd,Active,MT,10.00,INE785O01019,Comm.Trading  & Distribution,Equity
538668,,NAYSAA,Naysaa Securities Ltd,Active,M ,10.00,INE898Q01015,Finance (including NBFCs),Equity
538674,,CITYONLINE,City Online Services Ltd,Active,Z ,10.00,INE158C01014,Telecom Services,Equity
538683,,NETFSENSEX,NIPPON INDIA ETF SENSEX,Active,B ,10.00,INF204KA1UN7, ,Equity
538684,,ENCASH,Encash Entertainment Ltd,Suspended,MT,10.00,INE552Q01018,Movies & Entertainment,Equity
538685,,SHEMAROO,Shemaroo Entertainment Ltd,Active,B ,10.00,INE363M01019,Movies & Entertainment,Equity
538686,,PARTANI,Partani Appliances Ltd,Suspended,XT,10.00,INE217P01010,Comm.Trading  & Distribution,Equity
538706,,ULTRACAB,Ultracab (India) Ltd,Active,B ,10.00,INE010R01015,Other Elect.Equip./ Prod.,Equity
538707,,RCCL,Rajasthan Cylinders & Containers Ltd,Active,X ,10.00,INE929D01016,Containers & Packaging,Equity
538708,,ETIL,Econo Trade (India) Ltd,Active,X ,10.00,INE937K01014,Finance (including NBFCs),Equity
538709,,SEOFIGR,SBI Equity Opportunities Fund - Series I- Regular Plan -Growth,Suspended,B ,10.00,INF200KA1RM9, ,Equity
538710,,SEOFIDR,SBI Equity Opportunities Fund - Series I-Regular Plan- Dividend Payout,Suspended,B ,10.00,INF200KA1RN7, ,Equity
538711,,SEOFIGD,SBI Equity Opportunities Fund - Series I-Direct Plan -Growth,Suspended,B ,10.00,INF200KA1RO5, ,Equity
538712,,SEOFIDD,SBI Equity Opportunities Fund - Series I-Direct Plan - Dividend Payout,Suspended,B ,10.00,INF200KA1RP2, ,Equity
538713,,ATISHAY,Atishay Ltd,Active,B ,10.00,INE011R01013,IT Software Products,Equity
538714,,SUCHITRA,Suchitra Finance & Trading Company Ltd,Active,X ,10.00,INE475D01010,Finance (including NBFCs),Equity
538715,,DHABRIYA,Dhabriya Polywood Ltd,Active,B ,10.00,INE260R01016,Plastic Products,Equity
538716,,ARYACAPM,Aryaman Capital Markets Ltd,Active,M ,10.00,INE229R01011,Other Financial Services,Equity
538717,,RCAPBULCDD,Reliance Capital Builder Fund- Series C - Direct Dividend Plan- Dividend Payout Option,Delisted,B ,10.00,INF204KA1UE6, ,Equity
538718,,RCAPBULCDG,Reliance Capital Builder Fund- Series C - Direct Growth Plan- Growth Option,Delisted,B ,10.00,INF204KA1UD8, ,Equity
538719,,RCAPBUILCD,Reliance Mutual Fund- Reliance Capital Builder Fund- Series C - Dividend Plan-Dividend P O,Delisted,B ,10.00,INF204KA1UC0, ,Equity
538720,,RCAPBUILCG,Reliance Capital Builder Fund- Series C - Growth Plan- Growth Option,Delisted,B ,10.00,INF204KA1UB2, ,Equity
538728,,IPRU2511,ICICI Prudential Growth Fund Series 3 (Regular Plan - Dividend Payout Option),Active,B ,10.00,INF109KC1CO7, ,Equity
538729,,IPRU8711,ICICI Prudential Growth Fund Series 3 (Direct Plan - Dividend Payout Option),Active,B ,10.00,INF109KC1CN9, ,Equity
538730,,PDSMFL,PDS Multinational Fashions Ltd,Active,B ,10.00,INE111Q01013,Comm.Trading  & Distribution,Equity
538731,,HANMAN,Hanman Fit Ltd,Active,M ,10.00,INE982Q01017,Other Leisure Facilities,Equity
538732,,VGCL,Vibrant Global Capital Ltd,Active,T ,10.00,INE761Q01015,Finance (including NBFCs),Equity
538733,,STARLIT,Starlit Power Systems Ltd,Active,T ,10.00,INE909P01012,Other Non-Ferrous Metals,Equity
538734,,CEINSYSTECH,Ceinsys Tech Ltd,Active,B ,10.00,INE016Q01014,IT Consulting & Software,Equity
538742,,PANACHE,Panache Innovations Ltd,Active,XT,10.00,INE516E01019,Comm.Trading  & Distribution,Equity
538743,,MUDUNURU,Mudunuru Ltd,Active,X ,2.00,INE491C01027,IT Consulting & Software,Equity
538755,,BSLFEFS3RG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR GROWTH,Delisted,B ,10.00,INF209KA1RR9, ,Equity
538756,,BSLFEFS3RN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 REGULAR DIVIDEND,Delisted,B ,10.00,INF209KA1RS7, ,Equity
538757,,BSLFEFS3DG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 DIRECT GROWTH,Delisted,B ,10.00,INF209KA1RT5, ,Equity
538758,,BSLFEFS3DN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 3 DIRECT DIVIDEND,Delisted,B ,10.00,INF209KA1RU3, ,Equity
538763,,IPRU2530,ICICI Prudential Growth Fund Series 4 (Regular Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KA1Y68, ,Equity
538764,,IPRU8730,ICICI Prudential Growth Fund Series 4 (Direct Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KA1Y76, ,Equity
538765,,JSHL,JLA Infraville Shoppers Ltd,Active,M ,10.00,INE401Q01018,Internet & Catalogue Retail,Equity
538770,,CRANEINFRA,Crane Infrastructure Ltd,Active,X ,10.00,INE176L01017,Realty,Equity
538771,,PINCON,Pincon Spirit Ltd,Suspended,Z ,10.00,INE675G01018,Breweries & Distilleries,Equity
538772,,NIYOGIN,Niyogin Fintech Ltd,Active,X ,10.00,INE480D01010,Finance (including NBFCs),Equity
538777,,ASIACAP,Asia Capital Ltd,Active,XT,10.00,INE131Q01011,Finance (including NBFCs),Equity
538778,,AKASHDEEP,Akashdeep Metal Industries Ltd,Active,X ,10.00,INE149Q01013,Finance (including NBFCs),Equity
538786,,CIL,Citizen Infoline Ltd,Active,XT,10.00,INE473L01018,Publishing,Equity
538787,,GBFL,Goenka Business & Finance Ltd,Active,XT,10.00,INE997C01015,Finance (including NBFCs),Equity
538788,,GILADAFINS,Gilada Finance & Investments Ltd,Active,X ,10.00,INE918C01011,Finance (including NBFCs),Equity
538789,,BUDGE BUDGE,Budge Budge Company Ltd,Active,XT,10.00,INE948C01026,Jute & Jute Products,Equity
538793,,TEJINFOWAY,Tej Infoways Ltd,Suspended,Z ,10.00,INE530C01014,IT Consulting & Software,Equity
538794,,JETINFRA,Jet Infraventure Ltd,Active,M ,10.00,INE155R01018,Realty,Equity
538795,,SAPPL,Shree Ajit Pulp And Paper Ltd,Active,X ,10.00,INE185C01017,Paper & Paper Products,Equity
538808,,D3YRCEERG,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Growth,Suspended,B ,10.00,INF740KA1CY3, ,Equity
538809,,D3YRCEERDP,DSP BlackRock 3 Years Close Ended Equity Fund-Regular- Dividend Payout,Suspended,B ,10.00,INF740KA1CZ0, ,Equity
538810,,D3YRCEEDG,DSP BlackRock 3 Years Close Ended Equity Fund- Direct Plan - Growth,Suspended,B ,10.00,INF740KA1DA1, ,Equity
538811,,D3YRCEEDDP,DSP BlackRock 3 Years Close Ended Equity Fund-Direct Plan - Dividend Payout,Suspended,B ,10.00,INF740KA1DB9, ,Equity
538812,,AANCHALISP,Aanchal Ispat Ltd,Active,XT,10.00,INE322R01014,Iron & Steel/Interm.Products,Equity
538817,,CAPPIPES,Captain Pipes Ltd,Active,M ,10.00,INE513R01018,Plastic Products,Equity
538818,,SEOFIIGR,SBI Equity Opportunities Fund - Series II-Regular Plan -Growth,Delisted,B ,10.00,INF200K018Y7, ,Equity
538819,,SEOFIIDR,SBI Equity Opportunities Fund - Series II-Regular Plan- Dividend Payout,Delisted,B ,10.00,INF200K019Y5, ,Equity
538820,,SEOFIIGD,SBI Equity Opportunities Fund - Series II-Direct Plan -Growth,Delisted,B ,10.00,INF200K010Z1, ,Equity
538821,,SEOFIIDD,SBI Equity Opportunities Fund - Series II-Direct Plan - Dividend Payout,Delisted,B ,10.00,INF200K011Z9, ,Equity
538833,,ANUBHAV,Anubhav Infrastructure Ltd,Active,XT,10.00,INE891N01017,Construction & Engineering,Equity
538834,,MEL,Meenakshi Enterprises Ltd,Active,X ,10.00,INE242Q01016,Finance (including NBFCs),Equity
538835,,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,IT Software Products,Equity
538836,,MONTECARLO,Monte Carlo Fashions Ltd,Active,B ,10.00,INE950M01013,Other Apparels & Accessories,Equity
538837,,JSTL,Jeevan Scientific Technology Ltd,Active,X ,10.00,INE237B01018,Healthcare Services,Equity
538838,,ICL,Indo Cotspin Ltd,Active,XT,10.00,INE407P01017,Textiles,Equity
538841,,BSLFEFS4RG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR GROWTH,Delisted,B ,10.00,INF209KA1UL6, ,Equity
538842,,BSLFEFS4RN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 REGULAR DIVIDEND,Delisted,B ,10.00,INF209KA1UM4, ,Equity
538843,,BSLFEFS4DG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 DIRECT GROWTH,Delisted,B ,10.00,INF209KA1UN2, ,Equity
538844,,BSLFEFS4DN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 4 DIRECT DIVIDEND,Delisted,B ,10.00,INF209KA1UO0, ,Equity
538853,,RCBFIIADD,Reliance Capital Builder Fund II - Series A - Direct Plan Dividend Payout Option,Delisted,B ,10.00,INF204KA1YL3, ,Equity
538854,,RCBFIIADG,Reliance Capital Builder Fund II - Series A - Direct Plan Growth Option,Delisted,B ,10.00,INF204KA1YK5, ,Equity
538855,,RCBFIIAD,Reliance Capital Builder Fund II - Series A -  Dividend Payout Option,Delisted,B ,10.00,INF204KA1YJ7, ,Equity
538856,,RCBFIIAG,Reliance Capital Builder Fund II - Series A -  Growth Option,Delisted,B ,10.00,INF204KA1YI9, ,Equity
538857,,SCC,Scintilla Commercial & Credit Ltd,Suspended,XT,10.00,INE892C01018,Finance (including NBFCs),Equity
538858,,CAMSONBIO,Camson Bio Technologies Ltd,Suspended,Z ,10.00,INE845E01012,Biotechnology,Equity
538859,,RSYSTEMBBPH,RSYSTEMBBPH,Delisted,P ,1.00, , ,Equity
538860,,PANAFIC,Panafic Industrials Ltd,Active,XT,1.00,INE655P01029,Finance (including NBFCs),Equity
538861,,AMSONS,Amsons Apparels Ltd,Suspended,Z ,10.00,INE812P01018,Comm.Trading  & Distribution,Equity
538862,,MYMONEY,My Money Securities Ltd,Active,XT,10.00,INE232L01018,Other Financial Services,Equity
538863,,AMARNATH,Sri Amarnath Finance Ltd,Active,XT,10.00,INE985Q01010,Finance (including NBFCs),Equity
538868,,CSL,Continental Securities Ltd,Active,XT,10.00,INE183Q01012,Finance (including NBFCs),Equity
538873,,WINYCOMM,Winy Commercial & Fiscal Services Ltd,Suspended,XT,10.00,INE111C01013,Finance (including NBFCs),Equity
538874,,NEXUSSURGL,Nexus Surgical And Medicare Ltd,Active,X ,10.00,INE370Q01015,Other Financial Services,Equity
538875,,SELLWIN,Sellwin Traders Ltd,Active,XT,10.00,INE195F01019,Misc.Commercial Services,Equity
538876,,STSERV,S T Services Ltd,Suspended,XT,10.00,INE907D01012,Finance (including NBFCs),Equity
538881,,GALADAFIN,Galada Finance Ltd,Active,X ,10.00,INE243E01010,Finance (including NBFCs),Equity
538882,,EMERALD,Emerald Leasing Finance & Investment Company Ltd,Active,X ,10.00,INE030Q01015,Other Financial Services,Equity
538890,,MKEXIM,M.K. Exim (India) Ltd,Active,X ,10.00,INE227F01010,Textiles,Equity
538891,,MCLOUD,Magellanic Cloud Ltd,Active,X ,10.00,INE613C01018,IT Consulting & Software,Equity
538892,,IPRU2586,ICICI Prudential Growth Fund Series 6 (Regular Plan - Dividend Payout),Suspended,B ,10.00,INF109KA14O3, ,Equity
538893,,IPRU8788,ICICI Prudential Growth Fund Series 6 (Direct Plan - Dividend Payout),Suspended,B ,10.00,INF109KA15O0, ,Equity
538894,,OCTAL,Octal Credit Capital Ltd,Active,X ,10.00,INE513C01010,Other Financial Services,Equity
538895,,MIHIKA,Mihika Industries Ltd,Active,XT,10.00,INE779Q01017,Comm.Trading  & Distribution,Equity
538896,,KANCHI,Kanchi Karpooram Ltd,Active,X ,10.00,INE081G01019,Commodity Chemicals,Equity
538897,,SHRINIWAS,Shri Niwas Leasing And Finance Ltd,Active,X ,10.00,INE201F01015,Finance (including NBFCs),Equity
538902,,DHUNTEAIND,Dhunseri Tea & Industries Ltd,Active,B ,10.00,INE341R01014,Tea & Coffee,Equity
538918,,VANICOM,Vani Commercials Ltd,Active,X ,10.00,INE661Q01017,Finance (including NBFCs),Equity
538919,,SKILVEN,Skyline Ventures India Ltd,Active,X ,10.00,INE055Q01012,Realty,Equity
538920,,SPACEAGE,Spaceage Products Ltd,Active,XT,10.00,INE498Q01014,Comm.Trading  & Distribution,Equity
538921,,RAFL,Raghuvansh Agrofarms Ltd,Active,M ,10.00,INE865P01016,Other Agricultural Products,Equity
538922,,COSYN,COSYN Ltd,Active,X ,10.00,INE029B01019,IT Software Products,Equity
538923,,SOFCOM,Sofcom Systems Ltd,Active,XT,10.00,INE499Q01012,IT Consulting & Software,Equity
538924,,IPRU2591,ICICI Prudential Growth Fund Series 7 (Regular Plan - Dividend Payout),Suspended,B ,10.00,INF109KA18P1, ,Equity
538925,,IPRU8793,ICICI Prudential Growth Fund Series 7 (Direct Plan - Dividend Payout),Suspended,B ,10.00,INF109KA19P9, ,Equity
538926,,NAPL,Naturite Agro Products Ltd,Active,X ,10.00,INE223R01014,Other Agricultural Products,Equity
538928,,KARNAVATI,Karnavati Finance Ltd,Active,B ,10.00,INE554R01012,Finance (including NBFCs),Equity
538935,,ABHIFIN,Abhishek Finlease Ltd,Active,XT,10.00,INE723C01015,Consulting Services,Equity
538936,,IPRU2598,ICICI Prudential Growth Fund Series 8 (Regular Plan - Dividend Payout),Suspended,B ,10.00,INF109KA19R5, ,Equity
538937,,IPRU8800,ICICI Prudential Growth Fund Series 8 (Direct Plan - Dividend Payout),Suspended,B ,10.00,INF109KA10S2, ,Equity
538938,,RCBFIIBDD,Reliance Capital Builder Fund II - Series B - Direct Plan Dividend Payout Option,Delisted,B ,10.00,INF204KA1ZJ4, ,Equity
538939,,RCBFIIBDG,Reliance Capital Builder Fund II - Series B - Direct Plan Growth Option,Delisted,B ,10.00,INF204KA1ZI6, ,Equity
538940,,RCBFIIBD,Reliance Capital Builder Fund II - Series B -  Dividend Payout Option,Delisted,B ,10.00,INF204KA1ZH8, ,Equity
538941,,RCBFIIBG,Reliance Capital Builder Fund II - Series B -  Growth Option,Delisted,B ,10.00,INF204KA1ZG0, ,Equity
538942,,MERCANTILE,Mercantile Ventures Ltd,Active,X ,10.00,INE689O01013,Misc.Commercial Services,Equity
538943,,SONAL,Sonal Mercantile Ltd,Active,X ,10.00,INE321M01017,Finance (including NBFCs),Equity
538952,,ALFL,Abhinav Leasing & Finance Ltd,Active,X ,1.00,INE211D01027,Finance (including NBFCs),Equity
538957,,LICNFR3G,LIC MF RGESS Fund Series- 3 -Regular Plan- Growth Option,Delisted,B ,10.00,INF767K01MX1, ,Equity
538958,,LICNFR3D,LIC MF RGESS Fund Series -3- Regular Plan -Dividend Payout Option,Delisted,B ,10.00,INF767K01MW3, ,Equity
538959,,LICNFR3G1,LIC MF RGESS Fund Series -3 -Direct Plan -Growth Option,Delisted,B ,10.00,INF767K01MZ6, ,Equity
538960,,LICNFR3D1,LIC MF RGESS Fund Series- 3 -Direct Plan -Dividend Payout Option,Delisted,B ,10.00,INF767K01MY9, ,Equity
538961,,GENUSPAPER,Genus Paper & Boards Ltd,Active,B ,1.00,INE949P01018,Paper & Paper Products,Equity
538962,,MINDACORP,Minda Corporation Ltd,Active,A ,2.00,INE842C01021,Auto Parts & Equipment,Equity
538963,,PACT,Pact Industries Ltd,Suspended,X ,1.00,INE494K01024,Iron & Steel Products,Equity
538964,,MERCURYLAB,Mercury Laboratories Ltd,Active,X ,10.00,INE947G01011,Pharmaceuticals,Equity
538965,,CONCORD,Concord Drugs Ltd,Active,XT,10.00,INE858L01010,Pharmaceuticals,Equity
538970,,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,Active,X ,1.00,INE945P01024,2/3 Wheelers,Equity
538975,,SHREESEC,Shree Securities Ltd,Active,XT,10.00,INE397C01018,Finance (including NBFCs),Equity
538979,,GRNLAMIND,Greenlam Industries Ltd,Active,B ,5.00,INE544R01013,Furniture-Furnishing-Paints,Equity
538980,,HFEFDG,HDFC Focused Equity Fund Plan A - Direct Option- Growth Option,Delisted,B ,10.00,INF179KA1T68, ,Equity
538981,,HFEFDD,HDFC Focused Equity Fund Plan A - Direct Option- Dividend Option,Delisted,B ,10.00,INF179KA1T76, ,Equity
538982,,HFEFRG,HDFC Focused Equity Fund Plan A-Regular Option- Growth Option,Delisted,B ,10.00,INF179KA1T84, ,Equity
538983,,HFEFRD,HDFC Focused Equity Fund Plan A-Regular Option - Dividend Option,Delisted,B ,10.00,INF179KA1T92, ,Equity
538987,,TALBROSENG,Talbros Engineering Ltd,Active,XT,10.00,INE717E01013,Auto Parts & Equipment,Equity
538992,,SAPL,SAR Auto Products Ltd,Active,X ,10.00,INE002E01010,Auto Parts & Equipment,Equity
538993,,PUROHITCON,Purohit Construction Ltd,Active,XT,10.00,INE147J01012,Realty,Equity
539005,,JAYATMA,Jayatma Enterprises Ltd,Active,X ,10.00,INE246D01015,Misc.Commercial Services,Equity
539006,,PTCIL,PTC Industries Ltd,Active,X ,10.00,INE596F01018,Other Industrial Products,Equity
539007,,PINCONLIFE,Pincon Lifestyle Ltd,Suspended,Z ,10.00,INE115R01012,Textiles,Equity
539008,,TIRUFIN,Tirupati Fincorp Ltd,Suspended,Z ,10.00,INE642O01012,Finance (including NBFCs),Equity
539009,,GBLIL,GBL Industries Ltd,Active,XT,10.00,INE003Q01012,Construction & Engineering,Equity
539010,,SMADL,Shri Mahalaxmi Agricultural Development Ltd,Suspended,X ,5.00,INE317G01025,Other Agricultural Products,Equity
539011,,CHENFERRO,Chennai Ferrous Industries Ltd,Active,XT,10.00,INE777O01016,Iron & Steel/Interm.Products,Equity
539012,,MEGRISOFT,Megri Soft Ltd,Active,XT,10.00,INE756R01013,Internet Software & Services,Equity
539013,,GITARENEW,Gita Renewable Energy Ltd,Active,X ,10.00,INE776O01018,Electric Utilities,Equity
539014,,KALPACOMME,Kalpa Commercial Ltd,Suspended,Z ,10.00,INE059Q01014,Comm.Trading  & Distribution,Equity
539015,,ORTEL,Ortel Communications Ltd,Active,Z ,10.00,INE849L01019,Broadcasting & Cable TV,Equity
539016,,NEIL,Neil Industries Ltd,Active,X ,10.00,INE396C01010,Finance (including NBFCs),Equity
539017,,ASHFL,Akme Star Housing Finance Ltd,Active,B ,10.00,INE526R01010,Housing Finance ,Equity
539018,,BEEKAY,Beekay Steel Industries Ltd,Active,X ,10.00,INE213D01015,Iron & Steel/Interm.Products,Equity
539026,,SSPNFIN,SSPN Finance Ltd,Active,M ,10.00,INE820R01017,Other Financial Services,Equity
539031,,SETFBSE100,SBI Mutual Fund - SBI - ETF BSE 100,Active,B ,10.00,INF200KA1572, ,Equity
539032,,FRASER,Fraser and Company Ltd,Active,X ,10.00,INE184Q01010,Comm.Trading  & Distribution,Equity
539040,,TTIL,Tirupati Tyres Ltd,Active,XT,10.00,INE812Q01016,Auto Tyres & Rubber Products,Equity
539041,,SVPHOUSING,SVP Housing Ltd,Active,M ,10.00,INE369Q01017,Comm.Trading  & Distribution,Equity
539042,,AGIIL,AGI Infra Ltd,Active,B ,10.00,INE976R01017,Realty,Equity
539043,,BKMINDST,BKM Industries Ltd,Active,B ,1.00,INE831Q01016,Containers & Packaging,Equity
539044,,MANAKSTELTD,Manaksia Steels Ltd,Active,B ,1.00,INE824Q01011,Iron & Steel/Interm.Products,Equity
539045,,MNKALCOLTD,Manaksia Aluminium Company Ltd,Active,B ,1.00,INE859Q01017,Aluminium,Equity
539046,,MNKCMILTD,Manaksia Coated Metals & Industries Ltd,Active,B ,1.00,INE830Q01018,Iron & Steel/Interm.Products,Equity
539052,,BSLFEFS5RG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR GROWTH,Delisted,B ,10.00,INF209KA1B55, ,Equity
539053,,BSLFEFS5RN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 REGULAR DIVIDEND,Delisted,B ,10.00,INF209KA1B63, ,Equity
539054,,BSLFEFS5DG,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 DIRECT GROWTH,Delisted,B ,10.00,INF209KA1B71, ,Equity
539055,,BSLFEFS5DN,Aditya Birla Sun Life FOCUSED EQUITY FUND - SERIES 5 DIRECT DIVIDEND,Delisted,B ,10.00,INF209KA1B89, ,Equity
539056,,IMAGICAA,Imagicaaworld Entertainment Ltd,Active,T ,10.00,INE172N01012,Other Leisure Facilities,Equity
539063,,RCBFIICDD,Reliance Capital Builder Fund II - Series C - Direct Plan Dividend Payout Option,Delisted,B ,10.00,INF204KA1F86, ,Equity
539065,,RCBFIICDG,Reliance Capital Builder Fund II - Series C - Direct Plan Growth Option,Delisted,B ,10.00,INF204KA1F78, ,Equity
539067,,RCBFIICD,Reliance Capital Builder Fund II - Series C -  Dividend Payout Option,Delisted,B ,10.00,INF204KA1F60, ,Equity
539070,,RCBFIICG,Reliance Capital Builder Fund II - Series C -  Growth Option,Delisted,B ,10.00,INF204KA1F52, ,Equity
539083,,INOXWIND,Inox Wind Ltd,Active,B ,10.00,INE066P01011,Heavy Electrical Equipment,Equity
539084,,IPRU2619,ICICI Prudential India Recovery Fund - Series 1 (Regular Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KB1110, ,Equity
539085,,IPRU8821,ICICI Prudential India Recovery Fund - Series 1 (Direct Plan - Dividend Payout Option),Suspended,B ,10.00,INF109KB1128, ,Equity
539090,,RAJPUTANA,Rajputana Investment and Finance Ltd,Active,X ,10.00,INE751R01014,Finance (including NBFCs),Equity
539091,,CITL,Consecutive Investment & Trading Company Ltd,Active,X ,10.00,INE187R01011,Investment Companies,Equity
539092,,IPRU8841,ICICI Prudential Value Fund Series 6- Direct Plan Cumulative Option,Suspended,B ,10.00,INF109KB1573, ,Equity
539093,,IPRU8842,ICICI Prudential Value Fund Series 6- Direct Plan Dividend Option,Suspended,B ,10.00,INF109KB1581, ,Equity
539094,,IPRU2639,ICICI Prudential Value Fund Series 6- Regular Plan Cumulative Option,Suspended,B ,10.00,INF109KB1557, ,Equity
539095,,IPRU2640,ICICI Prudential Value Fund Series 6- Regular Plan Dividend Option,Suspended,B ,10.00,INF109KB1565, ,Equity
